主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-RM245-8B9C6A48,2016-02-01,W1,小・中・高校生の科学技術に関する情報に対する意識と情報源について－2015年の日本人研究者によるノーベル賞受賞決定直後の親子意識調査より－,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM245-8B9C6A48.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM245-8B9C6A48.txt,http://hdl.handle.net/11035/3124,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-DP132-51CF1112,2016-03-01,W1,日本企業の研究開発戦略と研究開発活動-民間企業の研究活動に関する調査のパネルデータを用いた企業レベルの分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP132-51CF1112.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP132-51CF1112.txt,http://hdl.handle.net/11035/3131,官方PDF已保存并校验
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-DP132-51CF1112,2016-03-01,W1,日本企業の研究開発戦略と研究開発活動-民間企業の研究活動に関する調査のパネルデータを用いた企業レベルの分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP132-51CF1112.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP132-51CF1112.txt,http://hdl.handle.net/11035/3131,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-DP132-51CF1112,2016-03-01,W1,日本企業の研究開発戦略と研究開発活動-民間企業の研究活動に関する調査のパネルデータを用いた企業レベルの分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP132-51CF1112.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP132-51CF1112.txt,http://hdl.handle.net/11035/3131,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-DP132-51CF1112,2016-03-01,W1,日本企業の研究開発戦略と研究開発活動-民間企業の研究活動に関する調査のパネルデータを用いた企業レベルの分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP132-51CF1112.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP132-51CF1112.txt,http://hdl.handle.net/11035/3131,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-DP132-51CF1112,2016-03-01,W1,日本企業の研究開発戦略と研究開発活動-民間企業の研究活動に関する調査のパネルデータを用いた企業レベルの分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP132-51CF1112.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP132-51CF1112.txt,http://hdl.handle.net/11035/3131,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-DP132-51CF1112,2016-03-01,W1,日本企業の研究開発戦略と研究開発活動-民間企業の研究活動に関する調査のパネルデータを用いた企業レベルの分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP132-51CF1112.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP132-51CF1112.txt,http://hdl.handle.net/11035/3131,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-DP133-3D61F385,2016-03-01,W1,環境規制と経済的効果-製造事業所のVOC 排出に関する自主的取組に注目した定量分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP133-3D61F385.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP133-3D61F385.txt,http://hdl.handle.net/11035/3132,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-DP133-3D61F385,2016-03-01,W1,環境規制と経済的効果-製造事業所のVOC 排出に関する自主的取組に注目した定量分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP133-3D61F385.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP133-3D61F385.txt,http://hdl.handle.net/11035/3132,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-DP133-3D61F385,2016-03-01,W1,環境規制と経済的効果-製造事業所のVOC 排出に関する自主的取組に注目した定量分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP133-3D61F385.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP133-3D61F385.txt,http://hdl.handle.net/11035/3132,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-DP133-3D61F385,2016-03-01,W1,環境規制と経済的効果-製造事業所のVOC 排出に関する自主的取組に注目した定量分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP133-3D61F385.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP133-3D61F385.txt,http://hdl.handle.net/11035/3132,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-DP133-3D61F385,2016-03-01,W1,環境規制と経済的効果-製造事業所のVOC 排出に関する自主的取組に注目した定量分析-,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP133-3D61F385.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP133-3D61F385.txt,http://hdl.handle.net/11035/3132,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-DP134-C3B98F57,2016-03-01,W1,大学研究者の研究変遷に関する調査研究,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP134-C3B98F57.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP134-C3B98F57.txt,http://hdl.handle.net/11035/3133,官方PDF已保存并校验
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-DP134-C3B98F57,2016-03-01,W1,大学研究者の研究変遷に関する調査研究,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP134-C3B98F57.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP134-C3B98F57.txt,http://hdl.handle.net/11035/3133,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-DP134-C3B98F57,2016-03-01,W1,大学研究者の研究変遷に関する調査研究,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP134-C3B98F57.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP134-C3B98F57.txt,http://hdl.handle.net/11035/3133,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-DP134-C3B98F57,2016-03-01,W1,大学研究者の研究変遷に関する調査研究,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP134-C3B98F57.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP134-C3B98F57.txt,http://hdl.handle.net/11035/3133,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-DP134-C3B98F57,2016-03-01,W1,大学研究者の研究変遷に関する調査研究,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP134-C3B98F57.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP134-C3B98F57.txt,http://hdl.handle.net/11035/3133,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-DP134-C3B98F57,2016-03-01,W1,大学研究者の研究変遷に関する調査研究,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP134-C3B98F57.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP134-C3B98F57.txt,http://hdl.handle.net/11035/3133,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
科技前瞻、新兴议题与社会,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
开放科学、研究诚信与治理,科技创新政策与能力基线,C-NISTEP-DP135-5044E508,2016-03-01,W1,第 10 回科学技術予測調査分野別科学技術予測の詳細分析－デルファイ法による意見収れんの検証－,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP135-5044E508.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP135-5044E508.txt,http://hdl.handle.net/11035/3137,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-NR166-51196CC1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）報告書,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR166-51196CC1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR166-51196CC1.txt,http://hdl.handle.net/11035/3129,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-NR166-51196CC1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）報告書,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR166-51196CC1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR166-51196CC1.txt,http://hdl.handle.net/11035/3129,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-NR166-51196CC1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）報告書,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR166-51196CC1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR166-51196CC1.txt,http://hdl.handle.net/11035/3129,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-NR166-51196CC1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）報告書,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR166-51196CC1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR166-51196CC1.txt,http://hdl.handle.net/11035/3129,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-NR167-3780C0A1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）データ集,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR167-3780C0A1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR167-3780C0A1.txt,http://hdl.handle.net/11035/3130,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-NR167-3780C0A1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）データ集,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR167-3780C0A1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR167-3780C0A1.txt,http://hdl.handle.net/11035/3130,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-NR167-3780C0A1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）データ集,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR167-3780C0A1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR167-3780C0A1.txt,http://hdl.handle.net/11035/3130,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-NR167-3780C0A1,2016-03-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2015）データ集,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR167-3780C0A1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR167-3780C0A1.txt,http://hdl.handle.net/11035/3130,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-RM246-28723477,2016-03-01,W1,地域科学技術指標2016,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM246-28723477.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM246-28723477.txt,http://hdl.handle.net/11035/3127,官方仓储PDF代理全文已保存
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-RM246-28723477,2016-03-01,W1,地域科学技術指標2016,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM246-28723477.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM246-28723477.txt,http://hdl.handle.net/11035/3127,官方仓储PDF代理全文已保存
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-RM246-28723477,2016-03-01,W1,地域科学技術指標2016,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM246-28723477.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM246-28723477.txt,http://hdl.handle.net/11035/3127,官方仓储PDF代理全文已保存
