报告ID,机构ID,发布日期,报告名称,转向节点,战略主题,中国关联,官方链接,证据增量等级,主要增量机制,复核结论,全文状态,复核理由,复核日期
C-STANFORD-HAI-AI-INDEX-2022,stanford-hai,2022-01-01,The 2022 AI Index Report,N3,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T4_人才大学与科研组织;T5_产业创新转化与区域生态;T6_国际合作开放科学与比较,是,https://hai.stanford.edu/ai-index/2022-ai-index-report,中或低,目录层关注方向,保留轻量目录,不下载,年度指数重复度较高；保留目录并以2023年结构转折前基线代表本轮全文,2026-08-22
C-STANFORD-HAI-AI-INDEX-2021,stanford-hai,2021-01-01,The 2021 AI Index Report,N3,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T4_人才大学与科研组织;T5_产业创新转化与区域生态;T6_国际合作开放科学与比较,是,https://hai.stanford.edu/ai-index/2021-ai-index-report,中或低,目录层关注方向,保留轻量目录,不下载,年度指数重复度较高；保留目录并以2023年结构转折前基线代表本轮全文,2026-08-22
C-FRAUNHOFER-ISI-DP-64,fraunhofer-isi,2020-01-01,Developing a Typology for Mission-Oriented Innovation Policies,N2,T3_创新政策与研发治理,否,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2020/discussionpaper_64_2020.pdf,高,使命导向创新政策类型,本轮精选全文,本地资产已保存,提供创新政策目标、工具组合和治理结构的可比较分类,2026-08-22
C-STANFORD-HAI-AI-INDEX-2019,stanford-hai,2019-01-01,The 2019 AI Index Report,N2,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T4_人才大学与科研组织;T5_产业创新转化与区域生态;T6_国际合作开放科学与比较,是,https://hai.stanford.edu/ai-index/2019-ai-index-report,中或低,目录层关注方向,保留轻量目录,不下载,年度指数重复度较高；保留目录并以2023年结构转折前基线代表本轮全文,2026-08-22
C-STANFORD-HAI-AI-INDEX-2026,stanford-hai,2026-01-01,The 2026 AI Index Report,N5,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T4_人才大学与科研组织;T5_产业创新转化与区域生态;T6_国际合作开放科学与比较,是,https://hai.stanford.edu/ai-index/2026-ai-index-report,中或低,目录层关注方向,保留轻量目录,不下载,年度指数重复度较高；保留目录并以2023年结构转折前基线代表本轮全文,2026-08-22
C-STANFORD-HAI-AI-INDEX-2025,stanford-hai,2025-01-01,The 2025 AI Index Report,N5,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T4_人才大学与科研组织;T5_产业创新转化与区域生态;T6_国际合作开放科学与比较,是,https://hai.stanford.edu/ai-index/2025-ai-index-report,中或低,目录层关注方向,保留轻量目录,不下载,年度指数重复度较高；保留目录并以2023年结构转折前基线代表本轮全文,2026-08-22
C-OECD-DOI-4805D3F5-EN,oecd-sti,2022-09-16,Micro-data based insights on trends in business R&D performance and funding,N3,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T5_产业创新转化与区域生态,否,https://www.oecd-ilibrary.org/science-and-technology/micro-data-based-insights-on-trends-in-business-r-d-performance-and-funding_4805d3f5-en,中或低,目录层关注方向,保留轻量目录,不下载,与本轮已选科研基础设施或产业政策框架处于同一政策工具族；保留目录待具体项目触发,2026-08-22
C-OECD-DOI-57B3DAE2-EN,oecd-sti,2022-05-03,Are industrial policy instruments effective?,N3,T3_创新政策与研发治理;T5_产业创新转化与区域生态,否,https://www.oecd.org/en/publications/are-industrial-policy-instruments-effective_57b3dae2-en.html,中或低,目录层关注方向,保留轻量目录,不下载,与本轮已选科研基础设施或产业政策框架处于同一政策工具族；保留目录待具体项目触发,2026-08-22
C-OECD-DOI-0002217C-EN,oecd-sti,2022-05-03,An industrial policy framework for OECD countries,N3,T3_创新政策与研发治理;T5_产业创新转化与区域生态,否,https://www.oecd.org/en/publications/an-industrial-policy-framework-for-oecd-countries_0002217c-en.html,高,产业政策工具框架,本轮精选全文,本地资产已保存,提供产业创新政策目标、工具与评估的通用比较框架,2026-08-22
C-FRAUNHOFER-ISI-DP-73,fraunhofer-isi,2022-01-01,China's Changing Role in Global Science and Innovation,N3,T6_国际合作开放科学与比较,是,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2022/discussionpaper_73_2022.pdf,高,中国在全球科学创新体系中的角色,本轮精选全文,本地资产已保存,直接分析中国科研产出、合作网络和创新体系位置变化,2026-08-22
C-US-OSTP-2023-BOLD-GOALS-FOR-U-S-BIOTECHNOLOGY-AND-BIOMANUFACTURING-HARNESSING-RESEARCH-AND-DEVELOPMENT-TO-FURTHER-SOCIETAL-GOALS-FINAL,us-ostp,2023-03-01,Bold Goals for U.S. Biotechnology and Biomanufacturing: Harnessing Research and Development to Further Societal Goals,N4,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T4_人才大学与科研组织;T5_产业创新转化与区域生态,否,https://bidenwhitehouse.archives.gov/wp-content/uploads/2023/03/Bold-Goals-for-U.S.-Biotechnology-and-Biomanufacturing-Harnessing-Research-and-Development-To-Further-Societal-Goals-FINAL.pdf,高,生物技术研发与生物制造转化,本轮精选全文,本地资产已保存,连接基础研发、工程平台、社会目标和规模化制造,2026-08-22
C-KISTEP-RES0220240068,kistep,2024-02-26,연구자 주도 기초연구의 전략성 제고 방안 연구 - 국가전략기술 지원 중심으로 -,N4,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T4_人才大学与科研组织,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220240068&rpt_tp=831-005,高,研究者主导基础研究与战略技术,本轮精选全文,本地资产已保存,检验基础研究自主性与战略方向设定之间的组织张力,2026-08-22
C-KISTEP-PRG0720220058,kistep,2022-10-31,중소기업의 디지털 전환 지원정책 재설계를 위한 기업 R&D 활동 빅데이터 실증분석 연구,N3,T2_技术创新与关键技术;T3_创新政策与研发治理;T5_产业创新转化与区域生态,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220058&rpt_tp=831-007,中或低,目录层关注方向,保留轻量目录,不下载,与已选基础研究战略及预算材料存在机制重叠；韩文正式目录继续保留,2026-08-22
C-KISTEP-RES0220220146,kistep,2022-10-19,2021년도 예비타당성조사 보고서 바이오파운드리 구축 및 활용기술개발사업,N3,T2_技术创新与关键技术;T3_创新政策与研发治理,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220146&rpt_tp=831-003,中或低,目录层关注方向,保留轻量目录,不下载,与已选基础研究战略及预算材料存在机制重叠；韩文正式目录继续保留,2026-08-22
C-KISTEP-RES0220220145,kistep,2022-10-19,2022년도 사업계획 적정성 재검토 보고서 바이오 연구 소재 활용기반 조성 사업,N3,T2_技术创新与关键技术;T4_人才大学与科研组织,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220145&rpt_tp=831-003,中或低,目录层关注方向,保留轻量目录,不下载,与已选基础研究战略及预算材料存在机制重叠；韩文正式目录继续保留,2026-08-22
C-KISTEP-PRG0720240044,kistep,2024-10-25,우리나라 기초연구 전략성 제고를 위한 예산 정책방향 탐색 연구,N4,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720240044&rpt_tp=831-007,高,基础研究预算政策,本轮精选全文,本地资产已保存,补足基础研究投入结构、预算配置与政策优先序证据,2026-08-22
C-KISTEP-RES0220240103,kistep,2024-04-18,기초연구활동 통계 조사·분석,N4,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220240103&rpt_tp=831-007,中或低,目录层关注方向,保留轻量目录,不下载,与已选基础研究战略及预算材料存在机制重叠；韩文正式目录继续保留,2026-08-22
C-OECD-DOI-2DB44E8B-EN,oecd-sti,2023-11-24,Income-based tax relief for R&D and innovation,N4,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.oecd.org/en/publications/income-based-tax-relief-for-r-d-and-innovation_2db44e8b-en.html,中或低,目录层关注方向,保留轻量目录,不下载,与本轮已选科研基础设施或产业政策框架处于同一政策工具族；保留目录待具体项目触发,2026-08-22
C-OECD-DOI-4889F5F2-EN,oecd-sti,2023-10-16,Measuring governments’ R&D funding response to COVID-19,N4,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.oecd-ilibrary.org/science-and-technology/measuring-governments-r-d-funding-response-to-covid-19_4889f5f2-en,中或低,目录层关注方向,保留轻量目录,不下载,与本轮已选科研基础设施或产业政策框架处于同一政策工具族；保留目录待具体项目触发,2026-08-22
C-OECD-DOI-1937AC6B-EN,oecd-sti,2023-10-09,The Impact of R&D tax incentives,N4,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.oecd-ilibrary.org/science-and-technology/the-impact-of-r-d-tax-incentives_1937ac6b-en,中或低,目录层关注方向,保留轻量目录,不下载,与本轮已选科研基础设施或产业政策框架处于同一政策工具族；保留目录待具体项目触发,2026-08-22
C-OECD-DOI-65234003-EN,oecd-sti,2020-09-03,The effects of R&D tax incentives and their role in the innovation policy mix,N2,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.oecd-ilibrary.org/science-and-technology/the-effects-of-r-d-tax-incentives-and-their-role-in-the-innovation-policy-mix_65234003-en,中或低,目录层关注方向,保留轻量目录,不下载,与本轮已选科研基础设施或产业政策框架处于同一政策工具族；保留目录待具体项目触发,2026-08-22
C-OECD-DOI-7CC876F7-EN,oecd-sti,2020-08-03,Optimising the operation and use of national research infrastructures,N2,T1_科学体系与基础研究,否,https://www.oecd.org/en/publications/optimising-the-operation-and-use-of-national-research-infrastructures_7cc876f7-en.html,高,国家科研基础设施运行机制,本轮精选全文,本地资产已保存,补足大型科研设施治理、开放使用和绩效机制,2026-08-22
C-KISTEP-RES0220200166,kistep,2020-05-29,분야별 이질성을 고려한 기초과학분야 정부R&D 투자의 생산성 분석 연구,N2,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200166&rpt_tp=831-001,中或低,目录层关注方向,保留轻量目录,不下载,与已选基础研究战略及预算材料存在机制重叠；韩文正式目录继续保留,2026-08-22
C-KISTEP-RES0220200140,kistep,2020-03-24,2019년 기초연구진흥협의회 운영 지원,N2,T1_科学体系与基础研究;T3_创新政策与研发治理,否,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200140&rpt_tp=831-002,中或低,目录层关注方向,保留轻量目录,不下载,与已选基础研究战略及预算材料存在机制重叠；韩文正式目录继续保留,2026-08-22
C-US-OSTP-2020-TRUMP-ADMINISTRATION-ST-HIGHLIGHTS-2017-2020,us-ostp,2020-10-27,"Advancing America’s Global Leadership in Science and Technology, Trump Administration Highlights: 2017-2020",N2,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理;T6_国际合作开放科学与比较,否,https://trumpwhitehouse.archives.gov/wp-content/uploads/2020/10/Trump-Administration-ST-Highlights-2017-2020.pdf,中或低,目录层关注方向,保留轻量目录,不下载,同一技术领域已有研发计划或正式战略锚点；峰会摘要、愿景和综合政绩材料暂不补全文,2026-08-22
C-US-OSTP-2020-ARTIFICIAL-INTELLIGENCE-QUANTUM-INFORMATION-SCIENCE-R-D-SUMMARY-AUGUST-2020,us-ostp,2020-08-14,Artificial Intelligence and Quantum Information Science Research and Development Summary: Fiscal Years 2020 – 2021,N2,T1_科学体系与基础研究;T2_技术创新与关键技术,否,https://trumpwhitehouse.archives.gov/wp-content/uploads/2017/12/Artificial-Intelligence-Quantum-Information-Science-R-D-Summary-August-2020.pdf,高,AI与量子联邦研发投入,本轮精选全文,本地资产已保存,保留研发计划与预算工具材料，压缩同年峰会和愿景文件,2026-08-22
C-US-OSTP-2020-A-STRATEGIC-VISION-FOR-AMERICAS-QUANTUM-NETWORKS-FEB-2020,us-ostp,2020-02-07,A Strategic Vision for America’s Quantum Networks,N2,T2_技术创新与关键技术;T3_创新政策与研发治理,否,https://trumpwhitehouse.archives.gov/wp-content/uploads/2017/12/A-Strategic-Vision-for-Americas-Quantum-Networks-Feb-2020.pdf,中或低,目录层关注方向,保留轻量目录,不下载,同一技术领域已有研发计划或正式战略锚点；峰会摘要、愿景和综合政绩材料暂不补全文,2026-08-22
C-FRAUNHOFER-ISI-DP-86,fraunhofer-isi,2024-01-01,Redefining Criticality in a Changing World Combining Domestic and Global Perspectives on Enabling Technologies,N4,T6_国际合作开放科学与比较,否,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_86_2024.pdf,中或低,目录层关注方向,保留轻量目录,不下载,本轮跨国创新体系与使命导向材料已覆盖主要增量；其余专题保留目录,2026-08-22
C-FRAUNHOFER-ISI-DP-84,fraunhofer-isi,2024-01-01,Does New Public Management repel Talent? Findings from a Choice Experiment among German Researchers,N4,T4_人才大学与科研组织,否,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_84_2024.pdf,中或低,目录层关注方向,保留轻量目录,不下载,本轮跨国创新体系与使命导向材料已覆盖主要增量；其余专题保留目录,2026-08-22
C-US-OSTP-2018-ADVANCED-MANUFACTURING-STRATEGIC-PLAN-2018,us-ostp,2018-10-05,Strategy for American Leadership in Advanced Manufacturing,N1,T2_技术创新与关键技术;T3_创新政策与研发治理;T5_产业创新转化与区域生态,否,https://trumpwhitehouse.archives.gov/wp-content/uploads/2018/10/Advanced-Manufacturing-Strategic-Plan-2018.pdf,高,先进制造研发与产业转化,本轮精选全文,本地资产已保存,形成2018年制造创新、人才和公私协作政策基线,2026-08-22
C-US-OSTP-2018-SUMMARY-OF-THE-2018-WHITE-HOUSE-SUMMIT-ON-ADVANCING-AMERICAN-LEADERSHIP-IN-QUANTUM-INFORMATION-SCIENCE-UPDATED,us-ostp,2018-09-28,Summary of the 2018 White House Summit on Advancing American Leadership in Quantum Information Science,N1,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理,否,https://trumpwhitehouse.archives.gov/wp-content/uploads/2017/12/Summary-of-the-2018-White-House-Summit-on-Advancing-American-Leadership-in-Quantum-Information-Science-Updated.pdf,中或低,目录层关注方向,保留轻量目录,不下载,同一技术领域已有研发计划或正式战略锚点；峰会摘要、愿景和综合政绩材料暂不补全文,2026-08-22
C-US-OSTP-2018-NATIONAL-STRATEGIC-OVERVIEW-FOR-QUANTUM-INFORMATION-SCIENCE,us-ostp,2018-09-24,National Strategic Overview for Quantum Information Science,N1,T1_科学体系与基础研究;T2_技术创新与关键技术;T3_创新政策与研发治理,否,https://trumpwhitehouse.archives.gov/wp-content/uploads/2018/09/National-Strategic-Overview-for-Quantum-Information-Science.pdf,中或低,目录层关注方向,保留轻量目录,不下载,同一技术领域已有研发计划或正式战略锚点；峰会摘要、愿景和综合政绩材料暂不补全文,2026-08-22
C-FRAUNHOFER-ISI-DP-58,fraunhofer-isi,2018-01-01,Effects of Automatisation and Digitalisation on Manufacturing Companies' Production Efficiency and Innovation Performance,N1,T5_产业创新转化与区域生态,否,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2018/discussionpaper_58_2018.pdf,中或低,目录层关注方向,保留轻量目录,不下载,本轮跨国创新体系与使命导向材料已覆盖主要增量；其余专题保留目录,2026-08-22
