主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-11,2017-05-07,W1,[사례집] 한국의 Young Innovators,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-11.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=11,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
半导体、量子与战略技术,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
生命科学、生物技术与健康,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
能源、气候与绿色转型,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-12,2017-07-10,W1,[STEPI 미래연구 시리즈 1] 우리는 어떤 미래를 원하는가,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-12.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=12,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-13,2017-07-10,W1,[STEPI 미래연구 시리즈 2] 사물지능 혁명,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-13.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-13.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=13,官方PDF已保存并校验
中国科技与国际比较,科技创新政策与能力基线,C-STEPI-A0204-14,2017-05-07,W1,과학기술정책연구원 30년사,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-14.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=14,官方PDF已保存并校验
能源、气候与绿色转型,科技创新政策与能力基线,C-STEPI-A0204-14,2017-05-07,W1,과학기술정책연구원 30년사,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-14.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=14,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-14,2017-05-07,W1,과학기술정책연구원 30년사,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-14.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=14,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-14,2017-05-07,W1,과학기술정책연구원 30년사,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-14.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=14,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-14,2017-05-07,W1,과학기술정책연구원 30년사,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-14.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=14,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-14,2017-05-07,W1,과학기술정책연구원 30년사,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-14.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=14,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-15,2017-10-23,W1,[STEPI-UNESCAP 국제공동연구] Innovative Financing for Development in Asia and the Pacific,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-15.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-15.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=15,官方PDF已保存并校验
科技创新政策与研究体系,科技创新政策与能力基线,C-STEPI-A0204-16,2017-08-09,W1,과학기술 50년사,机构正式研究,,,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=16,官方目录无PDF
人工智能、数据与数字技术,核心科技直接材料,C-STEPI-A0204-18,2018-12-30,W1,"[Fellowship] 빅데이터 분석을 활용한 여성과학기술인, 경력단절여성에 대한 특성 연구",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-18.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-18.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=18,官方PDF已保存并校验
科研体系、研发投入与评价,核心科技直接材料,C-STEPI-A0204-18,2018-12-30,W1,"[Fellowship] 빅데이터 분석을 활용한 여성과학기술인, 경력단절여성에 대한 특성 연구",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-18.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-18.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=18,官方PDF已保存并校验
科技人才、大学与知识流动,核心科技直接材料,C-STEPI-A0204-18,2018-12-30,W1,"[Fellowship] 빅데이터 분석을 활용한 여성과학기술인, 경력단절여성에 대한 특성 연구",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-18.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-18.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=18,官方PDF已保存并校验
产业创新、创业与区域体系,核心科技直接材料,C-STEPI-A0204-18,2018-12-30,W1,"[Fellowship] 빅데이터 분석을 활용한 여성과학기술인, 경력단절여성에 대한 특성 연구",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-18.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-18.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=18,官方PDF已保存并校验
科技前瞻与未来社会,核心科技直接材料,C-STEPI-A0204-18,2018-12-30,W1,"[Fellowship] 빅데이터 분석을 활용한 여성과학기술인, 경력단절여성에 대한 특성 연구",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-18.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-18.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=18,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-19,2018-12-30,W1,[Fellowship] 과학기술분야 공공기관 법제 현황과 발전방향,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-19.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-19.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=19,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-19,2018-12-30,W1,[Fellowship] 과학기술분야 공공기관 법제 현황과 발전방향,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-19.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-19.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=19,官方PDF已保存并校验
中国科技与国际比较,科技创新政策与能力基线,C-STEPI-A0204-20,2018-12-30,W1,"[Fellowship] 한국 자율주행차 산업의 글로벌 경쟁력 확보방안 연구 - 산업경쟁력, 시장확산, R&D 지식구조 분석을 중심으로 -",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-20.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=20,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-20,2018-12-30,W1,"[Fellowship] 한국 자율주행차 산업의 글로벌 경쟁력 확보방안 연구 - 산업경쟁력, 시장확산, R&D 지식구조 분석을 중심으로 -",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-20.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=20,官方PDF已保存并校验
能源、气候与绿色转型,科技创新政策与能力基线,C-STEPI-A0204-20,2018-12-30,W1,"[Fellowship] 한국 자율주행차 산업의 글로벌 경쟁력 확보방안 연구 - 산업경쟁력, 시장확산, R&D 지식구조 분석을 중심으로 -",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-20.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=20,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-20,2018-12-30,W1,"[Fellowship] 한국 자율주행차 산업의 글로벌 경쟁력 확보방안 연구 - 산업경쟁력, 시장확산, R&D 지식구조 분석을 중심으로 -",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-20.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=20,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-20,2018-12-30,W1,"[Fellowship] 한국 자율주행차 산업의 글로벌 경쟁력 확보방안 연구 - 산업경쟁력, 시장확산, R&D 지식구조 분석을 중심으로 -",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-20.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=20,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-20,2018-12-30,W1,"[Fellowship] 한국 자율주행차 산업의 글로벌 경쟁력 확보방안 연구 - 산업경쟁력, 시장확산, R&D 지식구조 분석을 중심으로 -",机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-20.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=20,官方PDF已保存并校验
中国科技与国际比较,核心科技直接材料,C-STEPI-A0204-21,2018-12-30,W1,[Fellowship] 인공지능 알고리즘과 차별,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-21.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-21.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=21,官方PDF已保存并校验
人工智能、数据与数字技术,核心科技直接材料,C-STEPI-A0204-21,2018-12-30,W1,[Fellowship] 인공지능 알고리즘과 차별,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-21.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-21.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=21,官方PDF已保存并校验
生命科学、生物技术与健康,核心科技直接材料,C-STEPI-A0204-21,2018-12-30,W1,[Fellowship] 인공지능 알고리즘과 차별,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-21.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-21.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=21,官方PDF已保存并校验
科研体系、研发投入与评价,核心科技直接材料,C-STEPI-A0204-21,2018-12-30,W1,[Fellowship] 인공지능 알고리즘과 차별,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-21.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-21.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=21,官方PDF已保存并校验
科技人才、大学与知识流动,核心科技直接材料,C-STEPI-A0204-21,2018-12-30,W1,[Fellowship] 인공지능 알고리즘과 차별,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-21.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-21.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=21,官方PDF已保存并校验
产业创新、创业与区域体系,核心科技直接材料,C-STEPI-A0204-21,2018-12-30,W1,[Fellowship] 인공지능 알고리즘과 차별,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-21.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-21.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=21,官方PDF已保存并校验
科技前瞻与未来社会,核心科技直接材料,C-STEPI-A0204-21,2018-12-30,W1,[Fellowship] 인공지능 알고리즘과 차별,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-21.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-21.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=21,官方PDF已保存并校验
