报告ID,发布日期,报告名称,官方落地页,官方原始资产入口,本地原始资产,本地文本,本地切片,本地页面概要,资产类型,PDF页数,字节数,字符数,China词形命中数,SHA256,中国直接信号,科技创新主轴,科技创新复用角色,选择理由,获取日期
C-ITIF-RB-2020-CHINESE-COMPETITIVENESS-INTERNATIONAL-DIGITAL-ECONOMY,2020-11-23,Chinese Competitiveness in the International Digital Economy,https://itif.org/publications/2020/11/23/chinese-competitiveness-international-digital-economy/,https://itif.org/publications/2020/11/23/chinese-competitiveness-international-digital-economy.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2020-CHINESE-COMPETITIVENESS-INTERNATIONAL-DIGITAL-ECONOMY.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2020-CHINESE-COMPETITIVENESS-INTERNATIONAL-DIGITAL-ECONOMY.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2020-CHINESE-COMPETITIVENESS-INTERNATIONAL-DIGITAL-ECONOMY.md,,ITIF官方Markdown全文,0,21747,21673,43,e5074c87953c749cbdf0e1dfa23e78d2e6c24313b2c31a2c8336181a0e108ba4,是,关键与通用技术；技术创新与产业转化,中国数字企业创新能力、平台规模与国际竞争结构,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2020-HOW-UNITED-STATES-CAN-INCREASE-ACCESS-SUPERCOMPUTING,2020-12-07,How the United States Can Increase Access to Supercomputing,https://itif.org/publications/2020/12/07/how-united-states-can-increase-access-supercomputing/,https://itif.org/publications/2020/12/07/how-united-states-can-increase-access-supercomputing.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2020-HOW-UNITED-STATES-CAN-INCREASE-ACCESS-SUPERCOMPUTING.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2020-HOW-UNITED-STATES-CAN-INCREASE-ACCESS-SUPERCOMPUTING.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2020-HOW-UNITED-STATES-CAN-INCREASE-ACCESS-SUPERCOMPUTING.md,,ITIF官方Markdown全文,0,5198,5194,0,82951bfc5f8188794a3c177dc561fc32d6884e01170bd9dc017714273d091f32,否,关键与通用技术；科学体系与基础研究,超级计算资源、AI研究基础设施与公共投入,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2021-FIVE-FREE-MARKET-MYTHS-ABOUT-INCREASING-FEDERAL-RESEARCH-FUNDING,2021-01-25,Five Free-Market Myths About Increasing Federal Research Funding,https://itif.org/publications/2021/01/25/five-free-market-myths-about-increasing-federal-research-funding/,https://itif.org/publications/2021/01/25/five-free-market-myths-about-increasing-federal-research-funding.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2021-FIVE-FREE-MARKET-MYTHS-ABOUT-INCREASING-FEDERAL-RESEARCH-FUNDING.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2021-FIVE-FREE-MARKET-MYTHS-ABOUT-INCREASING-FEDERAL-RESEARCH-FUNDING.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2021-FIVE-FREE-MARKET-MYTHS-ABOUT-INCREASING-FEDERAL-RESEARCH-FUNDING.md,,ITIF官方Markdown全文,0,118629,118409,5,26ffbcab0f1c2d9a59e408a97063b319c970649185a6b869b94c7ad27bb9f855,否,科学体系与基础研究；研发治理与科研组织,联邦科研资助、公私R&D分工与政策正当性,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2021-WHO-WINNING-AI-RACE-CHINA-EU-OR-UNITED-STATES-2021-UPDATE,2021-01-25,"Who Is Winning the AI Race: China, the EU, or the United States? — 2021 Update",https://itif.org/publications/2021/01/25/who-winning-ai-race-china-eu-or-united-states-2021-update/,https://itif.org/publications/2021/01/25/who-winning-ai-race-china-eu-or-united-states-2021-update.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2021-WHO-WINNING-AI-RACE-CHINA-EU-OR-UNITED-STATES-2021-UPDATE.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2021-WHO-WINNING-AI-RACE-CHINA-EU-OR-UNITED-STATES-2021-UPDATE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2021-WHO-WINNING-AI-RACE-CHINA-EU-OR-UNITED-STATES-2021-UPDATE.md,,ITIF官方Markdown全文,0,6504,6473,29,1b6cc059a54734815cd1c689f10c34c5c049f04dbeed681388def2b343a395dc,是,关键与通用技术；人才大学与科研组织,中美欧AI人才、科研、企业、硬件与应用能力比较,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2021-2021-GLOBAL-ENERGY-INNOVATION-INDEX-NATIONAL-CONTRIBUTIONS-GLOBAL-CLEAN,2021-10-18,The 2021 Global Energy Innovation Index: National Contributions to the Global Clean Energy Innovation System,https://itif.org/publications/2021/10/18/2021-global-energy-innovation-index-national-contributions-global-clean/,https://itif.org/publications/2021/10/18/2021-global-energy-innovation-index-national-contributions-global-clean.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2021-2021-GLOBAL-ENERGY-INNOVATION-INDEX-NATIONAL-CONTRIBUTIONS-GLOBAL-CLEAN.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2021-2021-GLOBAL-ENERGY-INNOVATION-INDEX-NATIONAL-CONTRIBUTIONS-GLOBAL-CLEAN.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2021-2021-GLOBAL-ENERGY-INNOVATION-INDEX-NATIONAL-CONTRIBUTIONS-GLOBAL-CLEAN.md,,ITIF官方Markdown全文,0,12889,12869,4,a7de6d46fd04c487e6da22a702a63480754bc923f95a37f7673a93b347f04b19,是,关键与通用技术；国际合作与开放科学,清洁能源创新系统指标、国家贡献与中国比较,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2022-INDUSTRY-UNIVERSITY-PARTNERSHIPS-TO-CREATE-AI-UNIVERSITIES,2022-07-19,Industry-University Partnerships to Create AI Universities: A Model to Spur US Innovation and Competitiveness in AI,https://itif.org/publications/2022/07/19/industry-university-partnerships-to-create-ai-universities/,https://itif.org/publications/2022/07/19/industry-university-partnerships-to-create-ai-universities.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2022-INDUSTRY-UNIVERSITY-PARTNERSHIPS-TO-CREATE-AI-UNIVERSITIES.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2022-INDUSTRY-UNIVERSITY-PARTNERSHIPS-TO-CREATE-AI-UNIVERSITIES.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2022-INDUSTRY-UNIVERSITY-PARTNERSHIPS-TO-CREATE-AI-UNIVERSITIES.md,,ITIF官方Markdown全文,0,5769,5755,0,ecdd07ba9c8733054a966f60878f0c4ba80a672779ec0f477560ca45609650c3,否,人才大学与科研组织；关键与通用技术,AI大学、产学合作、人才与算力设备组合,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2022-FOUNDATION-FOR-ENERGY-SECURITY-AND-INNOVATION,2022-08-02,"The Foundation for Energy Security and Innovation: A Flexible New Tool to Build the Economy, Strengthen Science, and Fight Climate Change",https://itif.org/publications/2022/08/02/foundation-for-energy-security-and-innovation/,https://itif.org/publications/2022/08/02/foundation-for-energy-security-and-innovation.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2022-FOUNDATION-FOR-ENERGY-SECURITY-AND-INNOVATION.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2022-FOUNDATION-FOR-ENERGY-SECURITY-AND-INNOVATION.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2022-FOUNDATION-FOR-ENERGY-SECURITY-AND-INNOVATION.md,,ITIF官方Markdown全文,0,15429,15334,0,eea112e710497c9d606a48873bd0090c02715fb14632e10f86ce51a224fff784,否,研发治理与科研组织；技术创新与产业转化,DOE配套基金会、公私合作与能源技术转化,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2023-INNOVATION-WARS-HOW-CHINA-IS-GAINING-ON-THE-UNITED-STATES-IN-CORPORATE-RD,2023-07-24,Innovation Wars: How China Is Gaining on the United States in Corporate R&D,https://itif.org/publications/2023/07/24/innovation-wars-how-china-is-gaining-on-the-united-states-in-corporate-rd/,https://itif.org/publications/2023/07/24/innovation-wars-how-china-is-gaining-on-the-united-states-in-corporate-rd.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2023-INNOVATION-WARS-HOW-CHINA-IS-GAINING-ON-THE-UNITED-STATES-IN-CORPORATE-RD.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2023-INNOVATION-WARS-HOW-CHINA-IS-GAINING-ON-THE-UNITED-STATES-IN-CORPORATE-RD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2023-INNOVATION-WARS-HOW-CHINA-IS-GAINING-ON-THE-UNITED-STATES-IN-CORPORATE-RD.md,,ITIF官方Markdown全文,0,124910,124114,359,aad3f97e9a00775e268fe4a38dac4ae92a0165b4a9933bdf58ff09a2e98fbba3,是,技术创新与产业转化；关键与通用技术,中美先进产业企业R&D强度与结构比较,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2023-2023-HAMILTON-INDEX,2023-12-13,"The Hamilton Index, 2023: China Is Running Away With Strategic Industries",https://itif.org/publications/2023/12/13/2023-hamilton-index/,https://itif.org/publications/2023/12/13/2023-hamilton-index.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2023-2023-HAMILTON-INDEX.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2023-2023-HAMILTON-INDEX.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2023-2023-HAMILTON-INDEX.md,,ITIF官方Markdown全文,0,9541,9471,17,7d9236c64ba82c825f87e4263b3a9db4edd435b1da1ee6f395d07123c7c22d28,是,技术创新与产业转化；关键与通用技术,中国先进产业增加值、专业化程度与全球产业创新结构比较,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2024-FEDERAL-FUNDING-FOR-BASIC-RESEARCH-SPURS-CLEAN-ENERGY-DISCOVERIES-EIGHT-CASE-STUDIES,2024-03-13,How Federal Funding for Basic Research Spurs Clean Energy Discoveries the World Needs: Eight Case Studies,https://itif.org/publications/2024/03/13/federal-funding-for-basic-research-spurs-clean-energy-discoveries-eight-case-studies/,https://itif.org/publications/2024/03/13/federal-funding-for-basic-research-spurs-clean-energy-discoveries-eight-case-studies.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2024-FEDERAL-FUNDING-FOR-BASIC-RESEARCH-SPURS-CLEAN-ENERGY-DISCOVERIES-EIGHT-CASE-STUDIES.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2024-FEDERAL-FUNDING-FOR-BASIC-RESEARCH-SPURS-CLEAN-ENERGY-DISCOVERIES-EIGHT-CASE-STUDIES.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2024-FEDERAL-FUNDING-FOR-BASIC-RESEARCH-SPURS-CLEAN-ENERGY-DISCOVERIES-EIGHT-CASE-STUDIES.md,,ITIF官方Markdown全文,0,59292,58984,10,226a34ccf4085261697459236cee28a209c7e7a574c9ebaa91fa02ead105d45a,否,科学体系与基础研究；关键与通用技术,基础研究到能源技术突破的八个机制案例,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2025-CONGRESS-SHOULD-FULLY-FUND-NSF-TIP-DIRECTORATE,2025-06-30,Congress Should Fully Fund NSF’s TIP Directorate to Make America More Competitive Versus China,https://itif.org/publications/2025/06/30/congress-should-fully-fund-nsf-tip-directorate/,https://itif.org/publications/2025/06/30/congress-should-fully-fund-nsf-tip-directorate.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2025-CONGRESS-SHOULD-FULLY-FUND-NSF-TIP-DIRECTORATE.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2025-CONGRESS-SHOULD-FULLY-FUND-NSF-TIP-DIRECTORATE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2025-CONGRESS-SHOULD-FULLY-FUND-NSF-TIP-DIRECTORATE.md,,ITIF官方Markdown全文,0,39766,39556,23,ff1df9c9b7a3b5d12bd9250c8a39f48c5b8a3f7d81d0284fbedbcda936bf7d92,是,研发治理与科研组织；技术创新与产业转化,NSF TIP使命导向研究、产业伙伴与中国R&D比较,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2025-HOW-NIH-FUNDED-SCIENCE-SUPPORTS-US-BIOPHARMACEUTICAL-INNOVATION,2025-12-15,How NIH-Funded Science Supports US Biopharmaceutical Innovation,https://itif.org/publications/2025/12/15/how-nih-funded-science-supports-us-biopharmaceutical-innovation/,https://itif.org/publications/2025/12/15/how-nih-funded-science-supports-us-biopharmaceutical-innovation.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2025-HOW-NIH-FUNDED-SCIENCE-SUPPORTS-US-BIOPHARMACEUTICAL-INNOVATION.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2025-HOW-NIH-FUNDED-SCIENCE-SUPPORTS-US-BIOPHARMACEUTICAL-INNOVATION.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2025-HOW-NIH-FUNDED-SCIENCE-SUPPORTS-US-BIOPHARMACEUTICAL-INNOVATION.md,,ITIF官方Markdown全文,0,96123,95277,33,94bd02e7a0e55b6b03f91760887f3523432ff256fba1ae2a504bdeda12c3d1b9,否,科学体系与基础研究；技术创新与产业转化,NIH资助科学、生物医药产业R&D与公私互补,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2026-TRACKING-RD-LEADERSHIP-US-ADVANTAGE-NARROWING-AS-CHINA-GAINS-GROUND,2026-02-09,Tracking R&D Leadership: US Advantage Narrowing as China Gains Ground,https://itif.org/publications/2026/02/09/tracking-rd-leadership-us-advantage-narrowing-as-china-gains-ground/,https://itif.org/publications/2026/02/09/tracking-rd-leadership-us-advantage-narrowing-as-china-gains-ground.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2026-TRACKING-RD-LEADERSHIP-US-ADVANTAGE-NARROWING-AS-CHINA-GAINS-GROUND.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2026-TRACKING-RD-LEADERSHIP-US-ADVANTAGE-NARROWING-AS-CHINA-GAINS-GROUND.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2026-TRACKING-RD-LEADERSHIP-US-ADVANTAGE-NARROWING-AS-CHINA-GAINS-GROUND.md,,ITIF官方Markdown全文,0,65119,64503,289,e6046081a1e759c2309e6d1fa332aa379a7d00e0798de86e56f821d619bc87ef,是,技术创新与产业转化；关键与通用技术,九个先进产业企业R&D与中美成本调整比较,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2026-PAYING-FOR-OUTCOMES-TYING-UNIVERSITY-FUNDING-TO-COMMERCIAL-RESULTS,2026-07-20,Paying for Outcomes: Tying University Funding to Commercial Results,https://itif.org/publications/2026/07/20/paying-for-outcomes-tying-university-funding-to-commercial-results/,https://itif.org/publications/2026/07/20/paying-for-outcomes-tying-university-funding-to-commercial-results.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2026-PAYING-FOR-OUTCOMES-TYING-UNIVERSITY-FUNDING-TO-COMMERCIAL-RESULTS.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2026-PAYING-FOR-OUTCOMES-TYING-UNIVERSITY-FUNDING-TO-COMMERCIAL-RESULTS.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2026-PAYING-FOR-OUTCOMES-TYING-UNIVERSITY-FUNDING-TO-COMMERCIAL-RESULTS.md,,ITIF官方Markdown全文,0,70248,69956,4,51ff585f1555dacfe2397814d75ca5b2a154ea92912a819f99541cde14825321,否,人才大学与科研组织；技术创新与产业转化,大学资助绩效、专利企业与商业化结果激励,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2019-CHINAS-BIOPHARMACEUTICAL-STRATEGY-CHALLENGE-OR-COMPLEMENT-US-INDUSTRY,2019-08-12,China’s Biopharmaceutical Strategy: Challenge or Complement to U.S. Industry Competitiveness?,https://itif.org/publications/2019/08/12/chinas-biopharmaceutical-strategy-challenge-or-complement-us-industry/,https://itif.org/publications/2019/08/12/chinas-biopharmaceutical-strategy-challenge-or-complement-us-industry.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2019-CHINAS-BIOPHARMACEUTICAL-STRATEGY-CHALLENGE-OR-COMPLEMENT-US-INDUSTRY.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2019-CHINAS-BIOPHARMACEUTICAL-STRATEGY-CHALLENGE-OR-COMPLEMENT-US-INDUSTRY.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2019-CHINAS-BIOPHARMACEUTICAL-STRATEGY-CHALLENGE-OR-COMPLEMENT-US-INDUSTRY.md,,ITIF官方Markdown全文,0,85088,85018,31,3d72d20b70da6b69b0d93943e99b0f47d8baa1655a852d607217e3cf1c888c19,是,关键与通用技术；技术创新与产业转化；国际合作与开放科学,中国生物医药研发、产业政策与中美创新生态互补竞争的早期节点,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2024-HOW-EXPERTS-CHINA-UNITED-KINGDOM-VIEW-AI-RISKS-COLLABORATION,2024-08-12,How Experts in China and the United Kingdom View AI Risks and Collaboration,https://itif.org/publications/2024/08/12/how-experts-china-united-kingdom-view-ai-risks-collaboration/,https://itif.org/publications/2024/08/12/how-experts-china-united-kingdom-view-ai-risks-collaboration.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2024-HOW-EXPERTS-CHINA-UNITED-KINGDOM-VIEW-AI-RISKS-COLLABORATION.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2024-HOW-EXPERTS-CHINA-UNITED-KINGDOM-VIEW-AI-RISKS-COLLABORATION.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2024-HOW-EXPERTS-CHINA-UNITED-KINGDOM-VIEW-AI-RISKS-COLLABORATION.md,,ITIF官方Markdown全文,0,5764,5748,12,4d8f6cb267d57ee50cf9375fcd204dd7aac945ede8e35882879854a3ecce92c9,是,关键与通用技术；人才大学与科研组织；国际合作与开放科学,中英AI专家对技术风险、科研交流和国际合作条件的比较,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2025-FROM-FAST-FOLLOWER-TO-INNOVATION-LEADER-RESTRUCTURING-SOUTH-KOREAS-TECHNOLOGY-REGULATION,2025-03-03,From Fast Follower to Innovation Leader: Restructuring South Korea’s Technology Regulation,https://itif.org/publications/2025/03/03/from-fast-follower-to-innovation-leader-restructuring-south-koreas-technology-regulation/,https://itif.org/publications/2025/03/03/from-fast-follower-to-innovation-leader-restructuring-south-koreas-technology-regulation.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2025-FROM-FAST-FOLLOWER-TO-INNOVATION-LEADER-RESTRUCTURING-SOUTH-KOREAS-TECHNOLOGY-REGULATION.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2025-FROM-FAST-FOLLOWER-TO-INNOVATION-LEADER-RESTRUCTURING-SOUTH-KOREAS-TECHNOLOGY-REGULATION.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2025-FROM-FAST-FOLLOWER-TO-INNOVATION-LEADER-RESTRUCTURING-SOUTH-KOREAS-TECHNOLOGY-REGULATION.md,,ITIF官方Markdown全文,0,37761,37313,3,ce617fd5bfa647628a695938ea010f91a0eecf6c9e7aa8d2c2656a17bb662e15,是,研发治理与科研组织；技术创新与产业转化；国际合作与开放科学,韩国由技术追随转向创新引领的监管重构及中国产业竞争参照,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2026-US-TECHNOLOGY-COMPANIES-SHOULD-KEEP-OPERATING-IN-CHINA,2026-05-04,US Technology Companies Should Keep Operating in China,https://itif.org/publications/2026/05/04/us-technology-companies-should-keep-operating-in-china/,https://itif.org/publications/2026/05/04/us-technology-companies-should-keep-operating-in-china.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2026-US-TECHNOLOGY-COMPANIES-SHOULD-KEEP-OPERATING-IN-CHINA.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2026-US-TECHNOLOGY-COMPANIES-SHOULD-KEEP-OPERATING-IN-CHINA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2026-US-TECHNOLOGY-COMPANIES-SHOULD-KEEP-OPERATING-IN-CHINA.md,,ITIF官方Markdown全文,0,71772,71112,434,b15cd0414484bcf2006d9794b3845ee4f86dd69caa3668fe013fd83d8f1c8425,是,技术创新与产业转化；国际合作与开放科学,跨国科技企业在华经营与研发联系对创新、市场学习和技术生态的影响,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
C-ITIF-RB-2026-HOW-INNOVATIVE-IS-CHINAS-SPACE-INDUSTRY,2026-06-08,How Innovative Is China’s Space Industry?,https://itif.org/publications/2026/06/08/how-innovative-is-chinas-space-industry/,https://itif.org/publications/2026/06/08/how-innovative-is-chinas-space-industry.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页原文\C-ITIF-RB-2026-HOW-INNOVATIVE-IS-CHINAS-SPACE-INDUSTRY.md,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ITIF-RB-2026-HOW-INNOVATIVE-IS-CHINAS-SPACE-INDUSTRY.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ITIF-RB-2026-HOW-INNOVATIVE-IS-CHINAS-SPACE-INDUSTRY.md,,ITIF官方Markdown全文,0,13758,13683,57,0221f6eaede17556075455b81c8f86cd65e03f6307216743cea251d3525231fc,是,关键与通用技术；技术创新与产业转化,从科研、企业、专利和产业能力评估中国航天创新体系,跨期节点；直接解释科学技术创新机制；相对既有ITIF全文具有证据增量,2026-08-23
